x_k,fx_k,dx_k-1,x_k - x_k-1
-3.693539207566676,-0.24150098458696512,-16.73980945715492,0.1935392075666762
-3.710401306758069,-0.001600602063735579,-14.322118607286994,0.016862099191392588
-3.7105145611415993,-7.139507296471947e-08,-14.132804522337942,0.00011325438353049222
-3.710514566193777,0.0,-14.131543754819871,5.052177787234768e-09
