x_k,fx_k,dx_k-1,x_k - x_k-1
1.9619733675924795,18122.86339622346,-12259.5,5.4619733675924795
4.888515560165697,3542.582839332372,-6192.585721885182,2.9265421925732173
5.822919978788178,360.53468088871523,-3791.273637762676,0.9344044186224814
5.942506248407918,6.0753625770885265,-3014.8501331728403,0.11958626961973984
5.944591754341303,0.0018556707073003054,-2913.1360787971125,0.002085505933385079
5.944592391731721,1.7462298274040222e-10,-2911.3564569449454,6.373904177792156e-07
